,senti,id,review
67,怒,1789979525,其实不是3D，5D电影的在电影院看真没意思，浪费钱，要是有一个有意义的人一起看另当别论。再说我真的会睡着，太浪费钱了可耻可耻。。。
68,,1791226884,巴适惨了，@嬤嬤俊 太凶了，九份芋圆都会。味道不摆了，特别是边整串串边整冰冰凉Q弹水果甜品，整个程记甜品店哇。 同意举手@zk好好学习 @可爱的小熊维尼和嘟嘟狗 @唐ll糖
69,哀,1082070110,天天爱消除实在是太伤眼睛了，玩个第一，眼睛疼死了
70,,1806460264,人生在世几十年，总会遇到这样那样的事情和问题。越是各种事情聚到一起发生时，越要冷静处理。
71,怒,1242281367,从一开始就是我一厢情愿，我错了，我又再一次相信女人了。[怒骂]明天开始，女人已经无法阻止我了[抓狂]
72,喜,1675050020,这个娃娃实在可爱的紧……[赞][赞]
73,怒,1699039280,回到学校，看到了光凸凸的山，破烂的食堂，一张张麻木的脸和你最讨厌的人，你的心情是怎样？如果给我一辆车，我要把我运回去！
74,惊,1684816320,我儿子今天一岁零三天了，突然发现，他会切水果。我晕，，，，，，
75,喜,1805018747,如果又让你知道我今天又睡到五点，你又要骂我[哈哈][哈哈]。可惜你不知道。[耶][耶]@青春无敌大帅哥智哥
76,哀,1773295385,我居然还能表现出来无所谓的样子，我是真的无所谓？自欺，欺人。
77,喜,1238674394,2012年的世界末日我们都平安度过，感谢你们在我生命中各种方式的出现。2013，都要幸福哦~新年快乐！@神粥二蛋_王聪我的菜 @猫猫爱樱花 @爬爬De梦@苏爱雅Miss爱LNTS @丨會飛的魚丶 #新年祝福说出来#
78,,1843459341,我天天刷微薄  但是却不知道说什么……
79,喜,1751627284,每次回家老妈都有讲不完的事情要和我说[顶]，又是买菜买水果的[害羞]，也可以安心地睡一下午[困]，吃完晚饭散步回来吃了老妹的蛋糕[蛋糕]，和老弟们玩耍！（新新铅笔盒送姐姐好不好，姐姐上四年级要用的[嘻嘻]）想起来昨天谷老师说的，现在见面打招呼不是“吃饭了没”，而是“出门电插头拔了没”[哈哈]
80,哀,1848959703,反省反省反省，今天放了别人的飞机~~~~以后不会这样了，不随便许诺，如果答应了就尽力去完成~~~真心忏悔~~~
81,怒,1858816394,她叫我，我听见了，也装作没听见，该让她尝尝我无数次的感受了…
82,恐,1682186263,青春仿佛因为爱你才开始，但却令我害怕爱这个字
83,,1665398593,停电也可能是，配电室值班员是乌鸦球迷，109码达阵一激动，砸桌子把电源碰掉了@NFL中国
84,喜,1649189425,前段时间忘记了新浪通行证的帐号和密码，试了很多遍都没有用。今天早上骑电动车与别人撞了，然后就想起来了。[嘻嘻]
85,,1227083517,分享图片If you can read this
86,,1809636851,前两天寝室讨论前男友问题，我说他劈腿过。她们义愤填膺。我说没什么阿，我那时候不爱他了，对他不好，而且行为过分。这一切都情有可原。但是不爱了就是事实，我只是分手。愚钝如我，分了一年后才知道。知道了也只是祝福。任何事都是两个人的责任，他固有不好，我怕也太无情。
87,,1670724244,芯海盛泰因光端机质量好、售后也好、价格合理，受到客户很高评价，现光端机热销中，咨询电话：18660181175，QQ：2396682672、651678537
88,哀,1747460995,成长就是哪怕难过的快要死掉，但还是要第二天要起来上班上学，没有人在乎你发生了什么。关于你的未来，只有你自己知道。没有人在意你的青春，也别让别人左右你的青春（转）
89,喜,1837894673,回学校都没拿运动裤，还得穿我二哥的，幸好我带内裤了
90,,1823711845,@万帮东风日产 @中野梓k-on @Elaine歪歪正 @蒙子栗 @黑琵te税阐 @quanMB @力子小猫 @Larry-卓磊 @嘟嘟嘟嘟嘟嘟嘟_ @焦糖拿鐵_K小米  转发微博
91,喜,1749632431,@淡蓝女孩 @库存牛仔裤清仓  [爱你]
92,哀,1833925842,上班不上班 上班不上班 到底要不要去上班 领导你为何不宣布放假[泪][泪][泪][泪]
93,,1718941055,月底要盖房子啦！这是我妈最近的目标，更想为我结婚用，我想今后在农村发展，方便和妈在一起，可是我女朋友说如果这样，就分手，要知道我哪有心思出去啊！不管在哪，我不会放弃自己…………
94,,1184990834,who do you think you are
95,,1791146835,来广州唯一的想法就是去珠海玩啊！！
96,怒,1665483134,这几天属于各种被坑啊！！！！！！@柳小琳lynn @加菲来吃 @米小Z亚 @嗨皮的66
97,喜,1739143062,世上總有一片美好的風景使你安靜和嚮往，也使你終於知道所有的跋涉都是為了這一刻的幸福。只要活著，就能遇見。
98,,1855988217,上午盘面上看还是比较安全的~穗恒运A明天是登记日，分的红利相当是6个点左右的上涨，盘面上看出现了部分卖货的迹象，不过继续拉升吧，要不还是会有无风险套利的机会，看下午表现，不理想就，明天出货
99,,1356049351,为了明年的考试，这个十一贡献给高数了。忙里偷闲又想着来换片了~世博会的手绘场馆片，想换穷游锦囊、特殊坐标对应的风景片，海外坐标~@明信片呀 @明信片互寄 @明信片互换公馆 @明信片邮遍世界 @明信片交流平台 @明信片来自南半球 @明信片联盟 谢谢帮扩[爱你]
100,怒,1766125395,老子晓得个毛线   弄死你！！！
101,喜,1848588655,习惯和他在一起上的每个班，习惯在一起没完没了的吵闹，他总是一直迁就我对我一直都是那么那么好
102,,1813462107,【让人无奈的10件事】1、有工作，没生活 2、有爱人，没爱情 3、有朋友，没挚友。 4、有住所，没住房 5、有存折，没存款 6、有名片，没名气 7、有加班，没加薪 8、有职业，没事业 9、有娱乐，没快乐 10、有微博，没粉丝。
103,,1665970551,NO.257-----LOVE U.
104,哀,1624829640,失败系应该噶，我地无系鸿明哥好嘛，坐拥3国美女[泪]
105,哀恐,1197192834,<emo>恐</emo>疲惫，烦躁，烦闷···焦虑····我怎么了- -！[晕]
106,,1506510164,〖时光微凉，尘世间的纷扰，竟成了心中的执念。〗
107,,1218056214,【心理科普：越是拥有越是不满足】人们在拥有了一件新的物品后，会想不断配置与其相适应的物品，以达到心理上平衡，这在心理学叫“配套效应”。提醒你：对于那些非必需的东西尽量不要。因为如果你接受了一件，那么外界的和心理的压力会使你不断地接受更多非必需的东西。生活中你遇到过吗？
108,喜,1463707431,我从此是个有公园年票得人啦…可以去：颐和园 香山 植物园 动物园[爱你] 等等啦[耶]
109,喜,1673539960,时间与精力，这些宝贵的东西，应该用在对的地方，与其抱怨，不如想尽办法让自己身心愉悦，做喜欢做的事，看一些唯美的图，与充满正能量的人聊天……
110,哀,1788951410,累死。。。。。。。。。农历生日就这样被放掉了！
111,,1665970551,NO.177-----LOVE U.
112,喜,1768351683,明天就是广元二诊考试，希望自己能考好！
113,,1855998350,某学生家长会。。。一位同学深有感触，文采大爆发，感叹道：世界上最遥远的距离，不是生与死的距离，而是你未来丈母娘站在你面前，你却只能喊阿姨。。。
114,,1804031510,中国白酒与华尔街给合，会打造出什么商业模式？中国高端白酒受今年的两会三公消费所打压而使白酒业黄金十年一去不返；在国外欧债危机悬而未决，新兴经济体经济减速；政客给力不足，管制层层加强，华尔街投行开源创汇无起色，无奈节流裁员如潮涌；如这帮掌握全球高端人脉的人士加入中国白酒行业会如何？
115,喜,1830401690,线条各种不美··继续·总能画好看的·
116,,1822006971,该给自己制定个训练计划了！！！
117,,1712723385,他知道创3的罪性，知道我们的无知，知道我们的无能我们的无可奈何，知道黑暗的势力，所以他给了我们基督，神的国，圣灵的充满。他是最好的老师：理解，饶恕，等待，帮助。突然想起一段内容，一个孩子生病了有人问：是他爸的罪还是他妈妈的罪。耶稣说都不是是神要得荣耀。主啊！你来得荣耀吧
118,怒,1591938491,我想说，你们就是，大坏蛋。。哼。。。
119,哀,1316532144,问老爸借车…总是赶上没油或者换零件…哎…
120,,1788388863,半年前的微电影晚会与今年的非主流晚会相比，同样的歌曲，同样的舞蹈，却有着不同的心情。不管怎样，从两个角度诠释了青春的不同含义，或许对于正值青春的你们来说是一种历练！ ---纪念正在逝去或者即将逝去的青春
121,哀,1849775082,昨天在外事 踢球受大伤了，差点可以 要我的命啊。或许可能 让我神经了，运气太好了，凡是昨天在外事操场坐的人大部分都看见了，球门倒了，砸倒了就是我。现在已经把胳膊 全部缠好了绷带。脑子现在也有些晕晕的。头还有个包啊。差点就没命了，
122,,1762223443,对@柳州城市职业学院 说：英文简称不是lcvc么?别恶搞我了
123,恐,1664538235,面对着一份份工作，我看不清未来的路。原有的憧憬在现实面前多么的缥缈。我甚至不知道我是个什么样的人，能成为个什么样的人？睡吧我爱的人！
124,怒,1731452275,文不成，武不就，顽劣无敌，资质平庸。薄礼乐，远诗书，最是不逊，劳资不娶了。
125,,1768575503,除非她真的爱你，不然她不值得珍惜！
126,喜,1181434825,坚强，坚持，乐观的面对，我应该可以缔造抗癌的奇迹。。我渴望成功，并希望我的经历能够帮助到更多的战友。。
127,哀,1225374322,以前的我太自信，可是我忘记了时间和距离既能考验一份感情，也能埋葬一份感情，能被带走的，都不会属于你
128,惊,1828344890,球球有生以来，搞死的第七只壁虎了，罪孽啊！！！！ #感谢你温暖我#
129,,1813462107,大白菜中维生素E含量比较丰富，因此大白菜为一种能防治黄褐斑、老年斑的美容美颜蔬菜。因为维生素E是脂质抗氧化剂，能够抑制过氧化脂质的形成。皮肤出现色素沉着，老年人的老年斑，就是由于过氧化脂质增多造成的。所以常吃大白菜，能防止过氧化脂质引起的皮肤色素沉着，抗皮肤衰老，减缓老年斑的出现。
130,哀,1508379537,我容易么… @小尾君 @禾小晕
131,,1649179883,卢新宁：请看护好你曾经的激情和理想。在这个怀疑的时代，我们依然需要信仰。
132,,1823615932,马丁-林斯特龙：“如果你去过中国，那你一定会认可这一现象，“品牌宗教”的力量甚至比国家几千年来的信仰还要大。”
133,哀,1833271801,清明节，这节日注定要送谁吗？太久不见一个人，也许他就悄悄的离我们而去。这种感觉最近体会很深。走好，廖老！
134,哀,1846427617,多余的我，如被抛弃的孤儿在流浪。不知，吃饱穿暖是什么感觉；不晓家是什么样……别萎缩着身子佝偻着背，别摇尾乞怜索要同情。哪怕天塌了 宇宙爆炸 世界末日。好莱坞的微笑，消失在人群或是这个世界，因为 我这一生不羁放纵 爱自由……
135,哀,1673539960,神啊，能不能给我多一点点的能量！~[泪流满面][泪流满面]
136,喜,1181434825,早上起床后，俩护士过来整理床铺，我问道：”怎么，才睡了一晚就要换被单。”俩小护士莞尔一笑：“你想多了，我们就帮你整理整理。”[哈哈] 昨天凌晨5点多，睡得正迷迷糊糊，一小护士突然开灯掀我被子，还以为有艳遇[嘻嘻]，朦胧中却听到几个字：“来，手臂衣服撩起来，抽血。”也不用这么早吧，晕倒！
137,惊,1096901165,这都为嘛啊!晕晕的，什么破东西啊，诡异，解释不了
138,怒,1692410140,讨厌听这堂课的声音，折磨折磨太折磨！冒火！！
139,哀,1289060230,@家务男人 大四女生退学救父这事就是发生在梧州的吗？真可怜！··
140,喜,1764152484,咋办捏，谈个恋爱不容易啊，不过我貌似想到法子了，希望她喜欢
141,哀,1777201321,如果到最后 我还是伤害到了你 那么 提前say sorry吧~~~~
142,哀,1570376971,夜里醒来睡不着，心里发堵，好困却理不顺各种事情，只能等着真正面对再去解决，明明知道是想太多给自己造成困扰，却往往放不下，还要担忧着一早上班肯定要面临着起床的痛苦。
143,,1781407155,即日起，过一礼拜的原始生活。。除了接电话，回短信。。其他业务暂不受理。
144,哀,1737369257,最寂寞的是一个人看电影。马特达蒙[奥特曼]
145,哀,1858816394,我想说，我难过的时候，也需要你的关心
146,,1839227252,[2/2]我们的耳根就清静了，我们才能安心发展！
147,,1854388857,夏天家，精神就是好。哪个要切看分手合约
148,喜,1804031510,有理想便会自我约束。你要达到目标很难，所有人都跟你竞争，你得放弃很多东西才能够继续往前走。理想跟物质之间永远都有矛盾，但这需要个底线。坚持理想需要的所谓物质上的条件就是活着！
149,哀,1700248644,说啥也低记录下：无敌无奈 可气 可怜，就这样什么时候也为不住人。怪不得连个亲戚也不上门 唉
150,怒哀,1665970551,<emo>哀</emo>我去，公交车等了四十几分钟，蛋碎的节奏。无语，这一天下来，咋整？
151,,1069364592,2003年初来鼓浪屿住的第一间房子。复兴路7号。
152,,1777201321,不知道从什么时候开始 喜欢上了坐在窗台上面 看雨 抽烟····
153,恐,1760639445,我有一种预感 我快要失去你了。不 应该是你快要失去我了。保重 祝好。晚安。
154,,1708819791,爸爸：喵喵喵～，柚柚：不要乱叫！爸爸：小毛头！柚柚：不要瞎讲！
155,惊,1623645642,越来越觉得gCh主义神神叨叨，摆脱了对物的依赖性，难道都是光和作用？
156,怒,1804049744,吃完饭睡个觉，不错，就是有点热，受不了。。。
157,喜,1738536002,看了爱情保卫战发现原来奇葩如此之多，瞬间觉得自己好正常[哈哈]
158,哀,1858253435,我以为你会陪在我身边直到我玩够了，没有想到现在你就已近即将离开，那我就祝福你吧，对于你我一直都是保持着乐观的心态对待着，从今晚开始我不会主动联系你，但是你若联系我我还是会搭理的，因为你在我心里一直是我的朋友闺蜜兄弟
159,,1836033401,我们寝室里唯一一个睡觉不开风扇的…心静自然凉…我依旧淡定。
160,,1804664035,我看到了一个好东西，下个易信玩玩吧。。@Cici_狠威武
161,恐,1794313460,着急！！网上买的学生票，同学的学生票有优惠卡居然刷不起，我上学期没办，这学期交上去办又办不到，怎么搞的，只有退票重买，好多重师的都在退票，还有个女生因为火车马上要开了，想插队退票被人骂了[怒][怒][怒][怒]怎么回事呀重师@重师青年
162,,1764138465,多么美好妖娆的睡姿@P--Smile @Li_fay @邬了个晗 @Zoolion波 @小枫枫在江湖 大家都来观赏
163,,1761471482,我给自己贴了[TAG]天然呆控[TAG]标签。
164,,1401169492,Pont saint-Benezet
165,哀,1772658841,这是我几近幻想的场景，一个班亦或一群小伙伴，在黄昏来临之际围成一个圈坐在青青的草地上，聊天做游戏也好表演节目也罢。简单、自在°可是在这样一个陌生的城市，却没有想象里的欢声笑语，或许只因没有你们的参与……
166,惊喜,1854388857,<emo>喜</emo>若风退役了，都15万人看。超酷
167,喜,1624923853,真是好多年都没有看电影了呢，感觉还不错，主要是爆米花真不错。
168,恐,1652948144,人生的这个阶段，我找不到自己的位置，感觉很不好
169,喜,1422737053,初恋要结婚了！！！你一定要幸福啊[泪][泪][泪][泪][泪]要幸福要幸福，一定要幸福[喜]！
170,,1584513291,转【职业道德】记者讲道德不是琢磨谁是鸡蛋谁是石头，而是调查真相，如实反映；学者讲道德，不是权衡为穷人说话还是为富人撑腰，不是掉书袋求发表争引用拉山头互诋毁，而是恪守逻辑，依理直说。不幸的是，内心树立这标准的人不多，努力去做的更少 。
171,喜,1687434660,你的驾照考试过了@梅花乐队 @孟谍Randy
172,喜,1806460264,连续看了两期「我是歌手」，越来越喜欢沙宝亮
173,哀,1803543965,浏览着有关高考的网页，为什么我总是有种想哭的冲动呢。。怀念我那即将逝去的青春？
174,惊,1699401981,要不要这么巧……@亦自然醒 @南木儿
175,,1761095001,昨晚梦见问你，然后你就跟他在一块了？你说是，不过我多留了个心眼。醒了都没想通是个什么心眼。
176,惊怒,1843459341,<emo>怒</emo>听说微信要收钱了   还能不能再会挣钱点  我估计QQ也快收费了吧[懒得理你][懒得理你]
177,喜,1746268077,thank u dad. happy birthfay for 22th.[咖啡][咖啡]
178,,1750606523,轻财足以聚人，律己足以服人，量宽足以得人，身先足以率人。
179,喜,1829192665,情绪被无限放大。，只想你一切都好。
180,,1525607961,中秋已定！单身男+一台单反+一辆单车！计划19+20两天苏州求沙发主收留或推荐青旅！@背包客 @背包客爱摄影 @背包客棧 @背包客走天下 @捡人网@旅行捡人俱乐部 @驴友行遍天下 @骑行攻略 @青旅小貳 @穷游网 @全国旅社客栈推荐 @苏州背包客@苏州生活指南 @一个背包一台相机一颗自由的心
181,,1652606152,睡觉，补瞌睡！！[月亮]  @  。。。。
182,,1813462107,"每日一歌~阳光总在风雨后,请相信有彩虹"
183,,1830463994,找一個會在錢包裡放我照片的男人 敢讓我咬在身上留印記的男人 敢在QQ微博博客寫我的男人 敢讓我知道他一切的男人 就算在我任性說分手的時候也不會拋下我會緊緊擁抱我不讓我走的男人 敢讓全天下知道他是我的男人 敢對我一生負責任並且好好對我的男人 有這樣的男人嗎 大家找到了嗎...
184,,1806460264,周五阴沉的天空也显得格外明亮，只因它是周五。
185,惊,1698894844,圣诞刚过，选调硝烟已起！~ 福州大学180名选调名单已经出了！~
186,怒,1770359224,终于晓得半罐水响叮当的学生有好讨厌了''难怪以前读书的时候''老师经常骂接下壳子的学生了''站灵子'''
187,,1813462107,毫无瑕疵感的 白皙肌肤上，点缀着色彩斑斓的颜色，甜美的橘色、翠绿的绿色、魅力的紫色，清新的蓝色，还有那一抹性感的桃色双唇，再加上那对迷离而忧郁的眼神映衬下显得妖娆性感。
188,,1686409977,好久么牛@ 了～@到不了灯塔的人 @_念慈庵
189,哀,1609958174,『18』现在心情最放松的时刻就是蹲坑和睡觉了，苦逼的日子，[熊猫]
190,,1399340482,我最讨厌自己不努力，也最怕自己不努力，这次我不想失败，也不会失败。
191,喜,1788951410,自从下午概率课上做了一个小梦之后，状态就异常了，好奇妙怪的感觉，但是又很美妙！具体又不知道梦到了什么。。。
192,哀,1700874893,好久不化浓妆了。。假睫毛撕下来眼皮都肿了。。。
193,恐,1815984727,一坨鸟粑粑从天而降，瞬间我就绝望了。。。。看来明天没戏了！！！还是该干嘛干嘛去吧。。。[囧]#公务员是妄想#
194,,1774312681,每天都在算时间，，连续五个月的忙透，充实中带有空无
195,,1805320384,@小茜瓜是个米其林@醉生夢死的餅幹@优_人_@Lisa-把蛋捏碎的力量@P家五棱镜@Blancaaaaaaaaa@此嫱非彼蔷@幸福馄饨@肖虎牙妹@抱着西红柿做着白日梦
196,哀,1835571031,在操场才跑了两圈，浑身开始不舒服了，只好停下来走圈圈。操场还是那个操场，体力下降太多了吧
197,恐,1789742733,看着医院里那些行动不便的爷爷奶奶们，就想到不远的以后我爸妈或许也是这个样子，如果我不在身边，他们该怎么办，说实话，我真的没想好。昨天妈妈又给我发了一条微信，转载了一篇文章，是很多很多小故事，都表达出孩子长大就要飞走的不舍，但是终究想让孩子飞的更高更远，妈妈告诉我他们就是这样想的。
198,喜,1818685927,#freedomsoul#前排求粉，祝早生贵子，大吉大利～～～～～～～humor花
199,恐,1848987783,终日所思，未曾得其果，常属游离态，十分影响我，都高三了啊！
200,喜,1792354524,真的真的，怎么看起来就这么大了，哈哈哈哈[哈哈][哈哈]今天我好开心呢、各种撑......Thank you very much
201,,1183168890,你的QQ号翻译成汉语是什么？我的是：在女厕所上挖地道被表扬了。。。————推荐收听★
202,,1858207722,@我:这张图是一个对比。意思就是。这个杯子比手机还高那么多。然后我正在用这个杯子喝酒。更深一层的意思就是：酒量和杯子成正比。@yAnG_0928 @Gemini大大娃er @Shinee_S @婕小妹er @幸运娃er @_你們好請叫我小鄧子
203,怒,1662874385,楼上太吵。也不是一两天，相对小点的声音就不去说了。现持续了快一个钟头的响声，我说你丫力气真没处使，全发泄在大晚上。甚至发展到往窗外扔东西，一声一声的你以为扔鞭炮那。实在忍不住，朝窗外楼上喊去，好家伙，对骂上了。最后妈也抛弃理智的跟了几句。一会看情况，不行老子明天就敲门去了。怒了！
204,,1850390771,说过以后会感谢你，都在验证。@阿芙阿福
205,,1704040555,推荐首歌吧。蔡卓妍 《明明》。在点点看到的，就听了。很合适没睡的人。
